Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr2	108183716	108291319	lncRNA	Gm13912	-	1860	1	0.00	0.006194308252599944
chr2	108257829	108257969	snoRNA	LOC115489622	+	141	0	0.00	0.0
chr2	108875480	108881051	lncRNA	Gm39905	-	444	0	0.00	0.0
chr2	109022546	109025538	lncRNA	Gm13923	+	523	1	0.01	0.02202947103219101
chr2	109092297	109281330	protein_coding	Mettl15	-	2708	734	1.35	3.1228646228875734
chr2	109280738	109341749	protein_coding	Kif18a	+	3371	3459	5.12	11.822179999134491
chr2	109674700	109727043	protein_coding	Bdnf	+	6714	1856	1.38	3.1849483433564827
chr2	109890878	109900937	protein_coding	Lin7c	+	4137	12298	14.85	34.24953864546334
chr2	109902396	109913319	lncRNA	Platr8	-	1349	12	0.04	0.10248848050261732
chr2	109917647	110014257	protein_coding	Lgr4	+	5060	4389	4.33	9.993573753444615
chr2	110017499	110175662	protein_coding	Ccdc34	+	7010	7017	5.00	11.532918327503351
chr2	110031250	110050479	lncRNA	Ccdc34os	-	980	5	0.03	0.05878272117263212
chr2	110071031	110089445	lncRNA	Gm30258	+	9982	35	0.02	0.04039766251695616
chr2	110218003	110218109	snRNA	LOC115489665	+	107	4	0.19	0.43070704111536057
chr2	110264056	110314813	protein_coding	Bbox1	-	3524	1	0.00	0.003269413549896679
chr2	110295506	110388309	lncRNA	Gm30319	+	4266	2	0.00	0.005401506493125128
chr2	110360925	110362993	protein_coding	Fibin	-	2069	1	0.00	0.005568590309248863
chr2	110597299	110649345	protein_coding	Slc5a12	+	5301	11	0.01	0.023907856413543645
chr2	110632952	110646344	lncRNA	LOC115489468	-	1326	0	0.00	0.0
chr2	110655201	110950391	protein_coding	Ano3	-	7338	42	0.03	0.06594431189603539
chr2	110721494	110739537	protein_coding	Muc15	+	3277	8	0.01	0.028126733841527973
chr2	111050411	111100649	protein_coding	Gm13941	-	3133	1	0.00	0.0036774380305891786
chr2	111187959	111229602	protein_coding	A26c3	-	2178	2	0.00	0.010579810238600456
chr2	111230853	111233393	protein_coding	Olfr1275	-	960	0	0.00	0.0
chr2	111257117	111258055	protein_coding	Olfr1276	+	939	2	0.01	0.02453975154384643
chr2	111269454	111270365	protein_coding	Olfr1277	-	912	1	0.01	0.012633128673065675
chr2	111292270	111293211	protein_coding	Olfr1278	+	942	0	0.00	0.0
chr2	111306201	111307142	protein_coding	Olfr1279	+	942	0	0.00	0.0
chr2	111313950	111374131	protein_coding	Olfr1280	+	1726	316	0.91	2.1093665229131773
chr2	111328421	111329338	protein_coding	Olfr1281	+	918	0	0.00	0.0
chr2	111335159	111336076	protein_coding	Olfr1282	-	918	0	0.00	0.0
chr2	111368634	111369551	protein_coding	Olfr1283	+	918	0	0.00	0.0
chr2	111379002	111379937	protein_coding	Olfr1284	+	936	0	0.00	0.0
chr2	111408457	111409298	protein_coding	Olfr1285	+	842	0	0.00	0.0
chr2	111420032	111420949	protein_coding	Olfr1286	-	918	0	0.00	0.0
chr2	111449142	111450059	protein_coding	Olfr1287	+	918	0	0.00	0.0
chr2	111478786	111479724	protein_coding	Olfr1288	+	939	0	0.00	0.0
chr2	111483432	111484328	protein_coding	Olfr1289	+	897	0	0.00	0.0
chr2	111489218	111493815	protein_coding	Olfr1290	-	1286	0	0.00	0.0
chr2	111537349	111538287	protein_coding	Olfr1294	-	939	2	0.01	0.02453975154384643
chr2	111564504	111565442	protein_coding	Olfr1295	-	939	0	0.00	0.0
chr2	111621134	111622072	protein_coding	Olfr1297	-	939	0	0.00	0.0
chr2	111645057	111645995	protein_coding	Olfr1298	-	939	1	0.01	0.012269875771923216
chr2	111661453	111665166	protein_coding	Olfr1299	+	996	0	0.00	0.0
chr2	111667437	111693319	transcribed_pseudogene	Olfr1300-ps1	+	2235	0	0.00	0.0
chr2	111754251	111755189	protein_coding	Olfr1301	+	939	0	0.00	0.0
chr2	111780313	111781260	protein_coding	Olfr1302	+	948	0	0.00	0.0
chr2	111813786	111814724	protein_coding	Olfr1303	-	939	0	0.00	0.0
chr2	111825179	111825310	snoRNA	LOC115486145	+	132	0	0.00	0.0
chr2	111872915	111873853	protein_coding	Olfr1305	-	939	0	0.00	0.0
chr2	111911990	111912928	protein_coding	Olfr1306	-	939	0	0.00	0.0
chr2	111944516	111945454	protein_coding	Olfr1307	-	939	0	0.00	0.0
chr2	111960109	111961071	protein_coding	Olfr1308	-	963	0	0.00	0.0
chr2	111983134	111984096	protein_coding	Olfr1309	-	963	0	0.00	0.0
chr2	112008246	112009184	protein_coding	Olfr1310	-	939	0	0.00	0.0
chr2	112020914	112021852	protein_coding	Olfr1311	-	939	1	0.01	0.012269875771923216
chr2	112042077	112043030	protein_coding	Olfr1312	-	954	0	0.00	0.0
chr2	112071646	112072583	protein_coding	Olfr1313	-	938	0	0.00	0.0
chr2	112091761	112092699	protein_coding	Olfr1314	-	939	4	0.02	0.04907950308769286
chr2	112129871	112130815	protein_coding	Olfr1316	-	945	0	0.00	0.0
chr2	112141947	112142897	protein_coding	Olfr1317	+	951	0	0.00	0.0
chr2	112155898	112157007	protein_coding	Olfr1318	+	1110	3	0.01	0.031138954999556483
chr2	112228823	112240063	protein_coding	LOC115489469	-	921	25	0.14	0.3127419476068376
chr2	112239841	112247111	protein_coding	Lpcat4	+	1902	3791	9.95	22.96407886920499
chr2	112247948	112259291	protein_coding	Nutm1	-	3731	14	0.02	0.043232320262048395
chr2	112261926	112262898	protein_coding	Nop10	+	738	9989	67.60	155.94498367413385
chr2	112266314	112363163	protein_coding	Slc12a6	+	6877	13339	9.69	22.34755455481475
chr2	112335859	112354177	lncRNA	Gm39908	-	4471	75	0.08	0.19326906759957332
chr2	112363019	112379476	protein_coding	Emc4	-	1417	8861	31.23	72.04745497028644
chr2	112379211	112414237	protein_coding	Katnbl1	+	2883	4862	8.42	19.43014627363931
chr2	112455014	112472163	protein_coding	Emc7	+	5810	11520	9.90	22.8445235439087
chr2	112478733	112536361	protein_coding	Chrm5	-	4169	4	0.00	0.011054366370674884
chr2	112492883	112631253	protein_coding	Aven	+	2152	2892	6.71	15.483237642995082
chr2	112500869	112500997	snoRNA	LOC115489637	+	129	3	0.12	0.26793984534502086
chr2	112631354	113217405	protein_coding	Ryr3	-	16116	34	0.01	0.02430677921906307
chr2	113285095	113297190	protein_coding	Tmco5b	+	1273	1	0.00	0.009050599646375411
chr2	113288273	113288438	snRNA	LOC115489624	+	166	2	0.06	0.13881220903416744
chr2	113327664	113716768	protein_coding	Fmn1	+	15644	13104	4.18	9.65076710152452
chr2	113387439	113391762	lncRNA	LOC115489523	-	885	1	0.01	0.013018546158006664
chr2	113691053	113708550	lncRNA	4930533B01Rik	-	1029	17	0.08	0.1903440495113802
chr2	113748674	113759317	protein_coding	Grem1	-	2309	15097	32.65	75.33078273818646
chr2	113761157	113766026	lncRNA	Gm46756	+	4371	89	0.10	0.23459295084314688
chr2	113776313	113829091	protein_coding	Scg5	-	1227	86	0.35	0.8075318240308779
chr2	113831492	113848661	protein_coding	Arhgap11a	-	5017	15099	15.03	34.67447083300223
chr2	113893572	113894685	lncRNA	Gm30985	-	286	1	0.02	0.04028466206236328
chr2	113938034	113996486	lncRNA	Gm39909	+	671	1	0.01	0.017170511698712216
chr2	114009601	114014378	protein_coding	Gjd2	-	3305	6	0.01	0.020916332859006168
chr2	114013565	114032292	lncRNA	A530058N18Rik	+	1550	1	0.00	0.007433169903119933
chr2	114047282	114052875	protein_coding	Actc1	-	1461	6985	23.88	55.08355390048168
chr2	114054396	114061505	lncRNA	C130080G10Rik	+	1909	0	0.00	0.0
chr2	114058253	114060295	lncRNA	Gm46757	-	468	0	0.00	0.0
chr2	114101161	114175339	protein_coding	Aqr	-	5097	13679	13.40	30.920426370885867
chr2	114103367	114103438	tRNA	n-TDgtc2	+	72	0	0.00	0.0
chr2	114150516	114150570	miRNA	Mir7002	-	55	0	0.00	0.0
chr2	114193456	114201432	protein_coding	Zfp770	-	4628	3733	4.03	9.2933094284653
chr2	114421402	114430323	lncRNA	Gm31146	-	1296	1	0.00	0.008889979436601771
chr2	114516416	114655046	protein_coding	Dph6	-	3974	5074	6.38	14.710531287636474
chr2	114853815	115043938	lncRNA	Gm13974	+	1978	8	0.02	0.04659823397304711
chr2	115329266	115344280	lncRNA	4930528P14Rik	-	507	0	0.00	0.0
chr2	115371171	115379216	lncRNA	Gm31351	-	1256	0	0.00	0.0
chr2	115380093	115383357	lncRNA	Gm31413	-	834	0	0.00	0.0
chr2	115402078	115410267	lncRNA	Gm39910	-	370	0	0.00	0.0
chr2	115493513	115512201	lncRNA	3110099E03Rik	-	2644	6	0.01	0.026145416073757713
chr2	115550712	115552808	lncRNA	Gm39911	+	327	1	0.02	0.03523367996891712
chr2	115580907	115778774	protein_coding	BC052040	+	48627	2961	0.30	0.7015630190812531
chr2	115638725	115638813	miRNA	Mir1951	+	89	0	0.00	0.0
chr2	115766679	115776906	lncRNA	LOC115489470	-	10103	195	0.10	0.22237707643452442
chr2	115807023	115811563	lncRNA	Gm31590	+	892	7	0.04	0.09041467875431758
chr2	115861264	116067537	protein_coding	Meis2	-	8242	3414	2.07	4.772398104384828
chr2	116067225	116085911	lncRNA	G630016G05Rik	+	796	20	0.13	0.28948274748331404
chr2	116074548	116076096	lncRNA	2810405F15Rik	-	1549	78	0.25	0.5801615502176888
chr2	116167159	116167307	snoRNA	LOC115489615	-	149	0	0.00	0.0
chr2	116803503	116878647	lncRNA	Gm13990	-	1225	0	0.00	0.0
chr2	116878691	116892506	protein_coding	Tmco5	+	1743	1	0.00	0.00661010519210321
chr2	116893984	116916740	lncRNA	Gm46758	-	3617	4	0.01	0.01274140265395178
chr2	116900152	116912791	lncRNA	D330050G23Rik	+	1810	12	0.03	0.07638506088288993
chr2	117059609	117061184	lncRNA	Gm39912	-	323	0	0.00	0.0
chr2	117121071	117182279	protein_coding	Spred1	+	7087	13769	9.70	22.384413773654646
chr2	117185127	117185226	miRNA	Mir674	+	100	5	0.25	0.5760706674917948
chr2	117248271	117248434	snRNA	LOC115489620	+	164	1	0.03	0.07025252042582865
chr2	117249713	117271540	protein_coding	Fam98b	+	1887	7748	20.51	47.306788889522274
chr2	117279983	117342877	protein_coding	Rasgrp1	-	5115	6	0.01	0.01351485436930897
chr2	117359937	117361242	lncRNA	Gm32020	+	800	0	0.00	0.0
chr2	117414392	117417697	lncRNA	Gm13982	-	755	7	0.05	0.10682105092563084
chr2	117439984	117450490	lncRNA	Gm32137	+	501	3	0.03	0.06899049910081376
chr2	117704951	117758393	lncRNA	Gm32210	+	488	11	0.11	0.25970398944302225
chr2	117804649	117812802	lncRNA	Gm13985	-	2639	19	0.04	0.08295068345846231
chr2	117821928	117909136	lncRNA	4930412B13Rik	+	1276	1	0.00	0.009029320807081423
chr2	117857291	118111202	lncRNA	Gm13986	-	3469	150	0.22	0.4981873745965363
chr2	118077805	118077962	snRNA	LOC115489626	-	158	0	0.00	0.0
chr2	118111876	118127133	protein_coding	Thbs1	+	5848	76763	65.56	151.23431138396938
chr2	118130261	118256987	protein_coding	Fsip1	-	4248	24	0.03	0.06509273079003332
chr2	118277096	118374549	protein_coding	Gpr176	-	5977	585	0.49	1.1276605001930735
chr2	118304914	118308166	lncRNA	1700054M17Rik	+	445	1	0.01	0.025890816516485164
chr2	118388583	118475234	protein_coding	Eif2ak4	+	5282	7066	6.68	15.412780524411293
chr2	118475843	118479696	protein_coding	Srp14	-	790	11786	74.51	171.88781992552643
chr2	118498877	118501404	lncRNA	Gm32684	+	1052	1	0.00	0.010951913830642488
chr2	118528757	118549686	protein_coding	Bmf	-	5166	471	0.46	1.050442448271914
chr2	118598202	118641592	protein_coding	Bub1b	+	3681	21437	29.09	67.09713066569739
chr2	118663045	118698020	protein_coding	Pak6	+	5096	40	0.04	0.09043495565020326
chr2	118699103	118703963	protein_coding	Ankrd63	-	4861	8	0.01	0.01896138794459724
chr2	118705003	118728661	protein_coding	Plcb2	-	8313	26	0.02	0.03603473440343238
chr2	118745758	118748810	protein_coding	Inafm2	+	3053	5945	9.73	22.43524479684717
chr2	118754145	118762947	protein_coding	Ccdc9b	-	5596	10307	9.20	21.220730414002606
chr2	118772774	118778165	protein_coding	Phgr1	+	537	0	0.00	0.0
chr2	118779702	118795175	protein_coding	Disp2	+	7184	22	0.02	0.03528272462366226
chr2	118798700	118811178	lncRNA	Gm38629	+	2281	7	0.02	0.03535725271760249
chr2	118813988	118837210	protein_coding	Knstrn	+	3840	13899	18.08	41.70211566389821
chr2	118837390	118861854	lncRNA	Gm39913	-	1131	108	0.48	1.100188012185921
chr2	118861959	118882909	protein_coding	Ivd	+	3660	12450	16.99	39.19169295231063
chr2	118887751	118894929	lncRNA	Gm32798	+	2512	1	0.00	0.00458654990041238
chr2	118895347	118901180	lncRNA	Gm32957	-	2261	6	0.01	0.030574294603721974
chr2	118900336	118924528	protein_coding	Bahd1	+	4884	5185	5.30	12.231475884295483
chr2	118926497	118928585	protein_coding	Chst14	+	2089	5290	12.65	29.175814562293873
chr2	118979591	118988284	lncRNA	Gm39914	-	337	0	0.00	0.0
chr2	118997011	119006680	lncRNA	Gm14089	+	1797	1	0.00	0.006411470979318808
chr2	119017779	119029406	protein_coding	Ccdc32	-	1892	1934	5.11	11.777174111301598
chr2	119034790	119042198	protein_coding	Rpusd2	+	5135	1717	1.67	3.852437530996735
chr2	119046750	119046831	tRNA	n-TSgct7	-	82	5	0.30	0.7025252042582865
chr2	119047119	119110497	protein_coding	Knl1	+	13538	10765	3.97	9.161472500441974
chr2	119112814	119136073	protein_coding	Rad51	+	2144	10281	23.95	55.24797138510394
chr2	119136998	119157034	protein_coding	Rmdn3	-	4408	4539	5.14	11.863814699388643
chr2	119167788	119172389	protein_coding	Gchfr	+	629	908	7.21	16.631865376233694
chr2	119172500	119208838	protein_coding	Dnajc17	-	1167	1040	4.45	10.267583448011425
chr2	119174509	119177568	protein_coding	Gm14137	+	3060	2334	3.81	8.78790155507091
chr2	119208607	119217050	protein_coding	Zfyve19	+	2160	3024	6.99	16.129978689770255
chr2	119218119	119230076	protein_coding	Ppp1r14d	-	1150	11	0.05	0.1102048233462564
chr2	119237360	119249535	protein_coding	Spint1	+	2524	9	0.02	0.041082694195135924
chr2	119269201	119278008	protein_coding	Rhov	-	1749	255	0.73	1.6797943992042044
chr2	119288742	119298453	protein_coding	Vps18	+	4054	5606	6.91	15.932176428016783
chr2	119318745	119322324	lncRNA	LOC115489524	+	247	1	0.02	0.04664539817747327
chr2	119321199	119326197	lncRNA	Gm14207	-	979	5	0.03	0.05884276481019354
chr2	119325784	119335666	protein_coding	Dll4	+	3451	4	0.01	0.013354289597027988
chr2	119351242	119354326	protein_coding	Chac1	+	1569	3164	10.07	23.23374878195078
chr2	119373042	119478685	protein_coding	Ino80	-	7352	8962	6.09	14.04446496752303
chr2	119508224	119516914	lncRNA	Gm33412	+	980	28	0.14	0.32918323856673987
chr2	119516505	119547627	protein_coding	Exd1	-	6171	172	0.14	0.32112835783046095
chr2	119547707	119587024	protein_coding	Chp1	+	2596	20841	40.09	92.49529107239212
chr2	119594296	119600746	lncRNA	Oip5os1	+	1551	5628	18.12	41.80690801603896
chr2	119609532	119618505	protein_coding	Oip5	-	1557	3026	9.71	22.39164855273181
chr2	119618298	119650165	protein_coding	Nusap1	+	3050	12288	20.12	46.41807450583066
chr2	119655446	119662839	protein_coding	Ndufaf1	-	1513	3554	11.73	27.063518205761252
chr2	119665116	119666152	protein_coding	H3f3c	-	1037	78	0.38	0.8666058257350048
chr2	119675068	119735407	protein_coding	Rtf1	+	4664	11364	12.17	28.072328753759678
chr2	119740828	119740956	snoRNA	LOC115486135	-	129	1	0.04	0.08931328178167362
chr2	119742337	119751253	protein_coding	Itpka	+	1808	33	0.09	0.21029128348704904
chr2	119751326	119760431	protein_coding	Ltk	-	3200	16	0.02	0.05760706674917949
chr2	119763959	119787537	protein_coding	Rpap1	-	4965	6729	6.77	15.61482183908273
chr2	119793942	119794043	snRNA	LOC115489668	-	102	1	0.05	0.1129550328415284
chr2	119797740	119818104	protein_coding	Tyro3	+	5043	3854	3.82	8.80498256003719
chr2	119872503	119970129	protein_coding	Mga	+	19069	22939	6.01	13.859651834489782
chr2	119972390	120027403	protein_coding	Mapkbp1	+	7834	4032	2.57	5.929836434329632
chr2	120017517	120017579	miRNA	Mir7665	+	63	0	0.00	0.0
chr2	120027483	120043033	lncRNA	Gm28042	+	5102	4	0.00	0.009032860329153977
chr2	120027483	120032604	protein_coding	Jmjd7	+	1383	50	0.18	0.4165369974633369
chr2	120033433	120043033	protein_coding	Pla2g4b	+	3859	6	0.01	0.017913573490286442
chr2	120041493	120088913	protein_coding	Sptbn5	-	15114	13	0.00	0.009909909590304794
chr2	120050551	120070967	lncRNA	LOC115489525	+	1056	0	0.00	0.0
chr2	120089487	120154575	protein_coding	Ehd4	-	3583	8023	11.18	25.79857641801099
chr2	120166412	120245630	protein_coding	Pla2g4e	-	5298	6	0.01	0.013048033238772253
chr2	120261251	120276264	lncRNA	LOC115489526	+	2614	7	0.01	0.030853057937586564
chr2	120265866	120289069	protein_coding	Pla2g4d	-	3563	3	0.00	0.009700881293715321
chr2	120299952	120314165	protein_coding	Pla2g4f	-	3147	5	0.01	0.018305391404251505
chr2	120316461	120353142	protein_coding	Vps39	-	4491	6085	6.77	15.6107326283125
chr2	120355309	120404154	protein_coding	Tmem87a	-	3262	4934	7.55	17.42693239365123
chr2	120403896	120460866	protein_coding	Ganc	+	4818	1381	1.43	3.3024225479708127
chr2	120455698	120469367	lncRNA	4931402G19Rik	-	2258	9	0.02	0.045922373847884446
chr2	120463593	120504919	protein_coding	Capn3	+	3488	8	0.01	0.02642525997668784
chr2	120506820	120563864	protein_coding	Zfp106	-	9568	50323	26.27	60.59699874621571
chr2	120567655	120601255	protein_coding	Snap23	+	3029	3589	5.92	13.651486468326523
chr2	120604238	120609508	protein_coding	Lrrc57	-	2214	1670	3.77	8.690496971195099
chr2	120609382	120621560	protein_coding	Haus2	+	3219	3548	5.50	12.698966935451306
chr2	120629086	120729033	protein_coding	Stard9	+	18054	3112	0.86	1.9859664531233696
chr2	120716154	120731517	protein_coding	Cdan1	-	6384	4153	3.25	7.495054768463108
chr2	120732816	120850584	protein_coding	Ttbk2	-	11269	7965	3.53	8.143407341507048
chr2	120850656	120866690	lncRNA	AV039307	+	1332	90	0.34	0.7784738749889121
chr2	120860272	120970760	protein_coding	Ubr1	-	8034	9643	5.99	13.828850999809255
chr2	120976478	121007849	protein_coding	Tmem62	+	3457	1684	2.43	5.612398056443058
chr2	121008395	121016912	protein_coding	Ccndbp1	+	1764	5463	15.47	35.681111751787704
chr2	121017891	121036877	protein_coding	Epb42	-	4153	12	0.01	0.03329086448303173
chr2	121046111	121085841	protein_coding	Tgm5	-	2620	29	0.06	0.12752709433024467
chr2	121093498	121116396	protein_coding	Tgm7	-	4213	3	0.00	0.008204187051865106
chr2	121135191	121135296	snRNA	LOC115489584	-	106	0	0.00	0.0
chr2	121137292	121140698	protein_coding	Lcmt2	-	3407	1279	1.87	4.325179828130352
chr2	121140044	121159440	protein_coding	Adal	+	6497	38	0.03	0.06738705668674219
chr2	121158273	121171148	protein_coding	Zscan29	-	6359	1959	1.54	3.549370774072735
chr2	121170643	121198770	protein_coding	Tubgcp4	+	4321	6013	6.95	16.032922581014407
chr2	121194835	121296354	protein_coding	Trp53bp1	-	10648	15759	7.39	17.05164847671524
chr2	121289590	121310832	protein_coding	Map1a	+	11924	13126	5.50	12.6828305627261
chr2	121310557	121355653	protein_coding	Ppip5k1	-	10777	5224	2.42	5.58484395838756
chr2	121357773	121363737	protein_coding	Ckmt1	+	1796	38	0.11	0.24377155194530292
chr2	121357815	121358819	lncRNA	Gm33947	-	739	0	0.00	0.0
chr2	121363248	121381370	protein_coding	Strc	-	6146	13	0.01	0.024370057524872545
chr2	121391633	121414598	protein_coding	Catsper2	-	4685	605	0.64	1.4878239224441234
chr2	121413902	121438687	protein_coding	Pdia3	+	2643	132862	251.06	579.1744307551635
chr2	121439027	121442601	protein_coding	Ell3	-	1674	62	0.18	0.4267190129568851
chr2	121449198	121453420	protein_coding	Serf2	+	3186	27747	43.50	100.34044451283636
chr2	121451177	121456764	protein_coding	Serinc4	-	2545	243	0.48	1.1000799387073175
chr2	121457088	121458440	protein_coding	Hypk	+	604	8751	72.36	166.92696725896346
chr2	121461666	121474023	protein_coding	Mfap1b	-	1887	142	0.38	0.8670061980268666
chr2	121492681	121506656	protein_coding	Mfap1a	-	3419	1061	1.55	3.575378638249748
chr2	121506723	121544860	protein_coding	Wdr76	+	7130	3746	2.62	6.053185751540711
chr2	121545529	121807087	protein_coding	Frmd5	-	5382	15	0.01	0.032110962513477975
chr2	121866970	121936220	protein_coding	Casc4	+	4367	8018	9.17	21.153810908858304
chr2	121937404	121943945	lncRNA	Gm39916	-	677	1	0.01	0.017018335819550808
chr2	121953771	121956092	protein_coding	Mageb3	-	2322	2	0.00	0.009923697975741512
chr2	121955398	122015326	protein_coding	Ctdspl2	+	7851	6377	4.06	9.358305048007072
chr2	122028580	122053632	protein_coding	Eif3j1	+	2413	283	0.59	1.3512474007474342
chr2	122053526	122119434	protein_coding	Spg11	-	10174	10880	5.34	12.320913824082423
chr2	122120108	122186189	protein_coding	Patl2	-	2817	17	0.03	0.0695292960408982
chr2	122147687	122153082	protein_coding	B2m	+	858	30012	174.70	403.00775927188226
chr2	122160674	122179027	protein_coding	Trim69	+	1872	19	0.05	0.11693742181991564
chr2	122186272	122206393	protein_coding	Terb2	+	2111	1	0.00	0.005457798839334864
chr2	122234839	122265337	protein_coding	Sord	+	2259	13131	29.03	66.97108397374731
chr2	122279246	122298740	protein_coding	Duox2	-	6081	294	0.24	0.5570293578115036
chr2	122298900	122302885	protein_coding	Duoxa2	+	1592	14	0.04	0.10131896161915989
chr2	122303540	122313763	protein_coding	Duoxa1	-	2046	366	0.89	2.061015291319618
chr2	122313010	122347972	protein_coding	Duox1	+	6173	384	0.31	0.716705447324961
chr2	122348892	122369168	protein_coding	Shf	-	8528	1411	0.83	1.9062751215546965
chr2	122374562	122389004	lncRNA	Gm39918	+	2457	22	0.04	0.10316283829726892
chr2	122375494	122375565	tRNA	n-THgtg4	-	72	15	1.04	2.400294447882479
chr2	122377363	122377434	tRNA	n-THgtg3	-	72	9	0.62	1.4401766687294872
chr2	122377968	122378039	tRNA	n-THgtg5	+	72	27	1.87	4.320530006188461
chr2	122426355	122461152	protein_coding	Slc28a2	+	4029	0	0.00	0.0
chr2	122466583	122467797	transcribed_pseudogene	Bambi-ps1	-	1215	18	0.07	0.17068760518275405
chr2	122484941	122528040	protein_coding	Gm14085	+	4031	0	0.00	0.0
chr2	122569693	122585020	lncRNA	Gm34325	+	1041	3	0.01	0.033202920316529966
chr2	122594473	122611277	protein_coding	Gatm	-	2357	3	0.01	0.014664505748624391
chr2	122630625	122636478	protein_coding	Spata5l1	+	1332	923	3.46	7.983682073497396
chr2	122637887	122641076	protein_coding	AA467197	+	640	1	0.01	0.018002208359118588
chr2	122640803	122640881	miRNA	Mir147	+	79	0	0.00	0.0
chr2	122681233	122702663	protein_coding	Slc30a4	-	5482	34906	31.80	73.36126493786425
chr2	122702639	122721456	lncRNA	4930417H01Rik	+	3247	123	0.19	0.43644405359710975
